,timestamp,target,rotation
0,1638215666,21e8ab,21e8aba1f95d3ccb630a55699d6e2b35d5415b9a31b78b14c941146ee0b5904c
1,1638215669,21e8ab,21e8ab6caaed047767282186f1f8213dafe382e9b4239abe285510825c0be43e
2,1638221114,21e8,21e8343b3621b8b6ea347cef53e5b8627b9c31077b1328971a9240870cb2155d
3,1638221114,21e8,21e894bfa3354717abcd75b058535d9bcf4590b1a5bda1fcf62bbdd4b74af70e
4,1638221117,21e8,21e8a7512cc9deae4fec9f0e446b05dc5384a8fee721a48de60bb679d7938be5
5,1638221117,21e8,21e8e3ea8fb0712a2c3ba07725d4efb9c87904fdbd436e82a2eb694f807b7376
6,1638221123,21e8,21e8fe501c2b80963e23bad147cffecbd27c76a57c350406e02ff70bf004a068
7,1638221123,21e8,21e8fcc719979739b8ad40be0217f1bcc6c92ff09f79c23e489279f87248b3b0
8,1638221129,21e8,21e8ffb408a21b93e6b5914383860eb6314ac3679628e975d4a82ce42b96ebca
9,1638221132,21e8,21e8fed49e083c58d186e8239da9239ae899eac1ae8540b824d1bf2084da7b2c
10,1638221390,21e8,21e8ffe3ce2ed8064c91d40134f6478f854e2fdaf5ce9e6f8c27bcab63803410
11,1638221399,21e8,21e8ffb79f2d4b489b239dd0aa41b02da26532d27ca1e464dc61d25baa6f4dc5
12,1638222976,1f4dd,1f4dda22d5fb48f5af8e4dac7f273d8a72728b9d61646d68b0bb41c4e0b4f861
13,1638223006,1f4dd,1f4ddf9a47d0dcb452cc0c496d870dcb965fb12f0e3396900074a0f013b71846
14,1638223007,1f4dd,1f4ddc17b90bd456c65ae92b201ab2bae50f0e015c4703f2f11e38cd878ccaef
15,1638223098,21e8,21e8ffe63b2e44edd6350bcd59a272a9a11191085ef6eaa8e6b5280fb94868f9
16,1638223152,21e8,21e8fffb52ba6c6dc51ec05ba8a5e872825706d88ff18bc3cecaa7e36d057eec
17,1638223198,21e8,21e8fffda5243566e28782637faeb8ee18e825db77aeebc6cb1858bf11543ac5
18,1638223563,21e8a,21e8a56d4294319bd26ca26a69ba1ed86141a0ec3e82804eb4da2091556a15cb
19,1638223571,21e8a,21e8a8ee3bb19ce8c5f85ff0912c01303f8f3d5029d20e139f5cd5dbc344c719
20,1638223581,1221b,1221b303c353313c1744e6ac72922db29a375642f46b21a2d94baaf49aa06ce2
21,1638223587,2108f,2108f016e6b902c4789107e2b5e665df9b1b9d218dd18e48137a455c5f2b8a30
22,1638223587,2108f,2108f3e2c3becd61a96601af9a4c9c1b0d64068fca05caf09fb2b825630662ed
23,1638223588,2108f,2108f0be340f8b84b1d140416dec1909a97e5a001194c8a78fa5c94bb014b83d
24,1638223588,21e8a,21e8a6c80af47c138f2a244caa0e084d84813200044816d1f9d03f50d179981d
25,1638223588,21e8a,21e8a61480908f2bf082f2bb8d10f0c688b30e7574b82daa083d1275c1746634
26,1638223589,2108f,2108f6d0bd93a4651d0e70e699f02e6ca00f3a76b637b3e33dd48b71e4daaf72
27,1638223590,2108f,2108f97844570f9d0001805ffc247bf0907fdbb82919346afcabdadbb5ce6182
28,1638223590,21e8a,21e8a022a2ba015526003a80a26cc9e95855e46fcc4f11984579df46eb1eb965
29,1638223590,2108f,2108fe5533fe08b4daba30f94fa1a33bdbd12174334400c30387a3b4b5c8bd95
30,1638223590,2108f,2108f74d66d2bd1e916e86728c4e7e0a8349c83bdd84ff94dfcd0598200b5aa9
31,1638223591,2108f,2108f721ffc7e5f3410d762e602483178d0a032926514c3c84387fd333bbd29d
32,1638223591,2108f,2108ffdaa8f5641da4b254f0fe73db81e886d18ef4b2e30a593dc5c7d6b007c3
33,1638223592,2108f,2108fcc9a3b417ba6e956dd8f21acd11658742f97e013ba82ab56af916abaac4
34,1638223592,2108f,2108fba9491f5e8691786b7dcdad2a312385f93baa1f574f49ff98ff7a75787d
35,1638223592,21e8a,21e8af611368119669423813d1b56d99459d8c0bb16fc63aec0bdede1b9d72ae
36,1638223592,2108f,2108f3a62f6f8a6504dbff9712ebd28b9143b7da62cf82a801e268afb840dd8e
37,1638223594,21e8a,21e8a09c5f9b15e36585f82bbfc34b2740538f7f210e4d38b9635b743049430e
38,1638223875,21e8a,21e8a6a6f6d45c67af41d8878effa4ab4f1b3dea6598c693659e3bc1b29a0287
39,1638224047,21e8,21e87e494b9d414e1393c2d6556fd9356211982ee1efdeba559140e43cda2a98
40,1638224047,21e8,21e8522b49b97d1a86b87fc42f36f2cc5ca2d13257217b69fa8cff430271586d
41,1638224075,21e8,21e8e3d98c80e26c65f63a2c4513e6f0ac2e9bb5dee932a9f31954fd306649dd
42,1638224076,21e8,21e8c150b12726916ce362cda5b3bdab0c246fe703c2c9d84d658acb07989d8d
43,1638224104,21e8,21e8ec4677b5d1e298c139a81bb7b201209f93f8e29d9c1b95cb76558aa858da
44,1638224104,21e8,21e8e6686692cfee930fc405cccb719e66e717f19fabc46546724bbbe3934748
45,1638224143,21e8,21e8f7f9bb3c39e40f51d1ddffcb2637bea7202091b0502157c814aa5d40bbbe
46,1638224143,21e8,21e8fea032fbdba28411e736004a87dfeddc8971f85614c0ef168343c318d16d
47,1638224150,21e8,21e8fd957d784ab572761f944bd90f59ccc9e8b33706b161d9d1b2da98a628fd
48,1638224156,21e8,21e8fdd205d9d8057bea2145deefe2416dd829ec927178da6d899fe5007c7031
49,1638224163,21e8,21e8fefbab7584a67d32726850befe142612d5e633988e7204ae50f46d16cfb6
50,1638224165,21e8,21e8fef1016f89c724fefe45419db3dbfd2cf9f2ef04385e499e03fef25d9df9
51,1638224179,21e8,21e8ff8fa31b44af2f2292c0fadacf68216908fe52feb397c3eed89b894f0260
52,1638224181,21e8,21e8ff159eb7451d2f95b56901d9b95fac3447e9625907a73ba66262d6fcf29b
53,1638224250,fffaaa,fffaaa547ff63bc314cad2f305b16106035c1ac79618995843431af5532f3678
54,1638224250,fffaaa,fffaaa1f0e13239c223f324d03bb3189818b8eb74ec066c82a2577f8c1cf722e
55,1638224252,fffaaa,fffaaa1105ec9e30ba1b04b21507d1c124f63a5cc818fd8a4eb38360d7defa51
56,1638224253,fffaaa,fffaaaea391b6206a95652d46d024aed0e49535ac186426e3355276969c7ebd9
57,1638224254,fffaaa,fffaaa63b1b6260e1d76f8e00d46972c8cc208c13645980ad0c7f23f7e2b6b9a
58,1638224254,fffaaa,fffaaa50bd57a056fa2e3af9c803063dde69e4a6055739d3e158ac7455c94ae4
59,1638224255,fffaaa,fffaaa1ac2007d4015f2ca3634270d39d605f49753f8343da0ad09dadf7f7c85
60,1638224257,fffaaa,fffaaa5b8ad66cb256588887c6579bb6676b9ce7cb5236f34160951d1bbd3837
61,1638224260,fffaaa,fffaaa457b5c3bd3a3e828403530e8ad7efcbfbf547c0a3d07f331dbe846ae0c
62,1638224266,fffaaa,fffaaa0316c9f44e5b936a9ccbda4fed04fe92df6a901f5cff0348581af7607e
63,1638224266,fffaaa,fffaaab26922844244caa7593e92a3cfa709beb770dd7d0c1050ecccb646ddc7
64,1638224267,fffaaa,fffaaa7dfb63a59ed6ed394a9671203f8219578bf7a499fa66b884445734b278
